,ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
777,W0778,7.2,0.23,0.19,13.7,0.052,47.0,197.0,0.99865,,0.53,9.0,1.0
778,W0779,6.9,0.22,0.37,15.0,0.053,59.0,178.0,0.9992,3.37,,9.5,2.0
779,W0780,8.1,0.17,,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,2.0
780,W0781,6.0,0.395,0.0,1.4,0.042,7.0,55.0,0.99135,3.37,0.38,11.2,1.0
781,W0782,7.8,0.29,,9.5,0.056,44.0,213.0,0.99715,,0.61,9.3,2.0
782,W0783,6.9,0.22,0.37,15.0,0.053,59.0,178.0,0.9992,3.37,0.82,9.5,2.0
783,W0784,8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,2.0
784,W0785,7.2,0.23,0.19,13.7,0.052,47.0,197.0,0.99865,,0.53,9.0,1.0
785,W0786,7.6,0.3,0.27,10.6,0.039,31.0,119.0,0.99815,3.27,0.3,9.3,2.0
786,W0787,7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,2.0
787,W0788,7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,2.0
788,W0789,5.8,0.34,0.16,7.0,0.037,26.0,116.0,0.9949,3.46,,10.0,2.0
789,W0790,7.6,0.3,0.27,10.6,0.039,31.0,119.0,0.99815,3.27,0.3,9.3,2.0
790,W0791,7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,,0.29,9.2,2.0
791,W0792,5.9,0.24,0.3,2.0,0.033,28.0,92.0,0.99225,3.39,0.69,10.9,2.0
792,W0793,6.4,0.46,0.08,4.9,0.046,34.0,144.0,0.99445,3.1,0.56,10.0,1.0
793,W0794,5.9,0.24,0.3,2.0,0.033,28.0,92.0,0.99225,3.39,0.69,10.9,2.0
794,W0795,7.4,0.32,0.27,1.4,0.049,38.0,173.0,0.99335,,,9.3,1.0
795,W0796,7.2,0.31,0.26,7.3,0.05,37.0,157.0,0.99625,3.09,0.43,9.0,1.0
796,W0797,7.8,0.42,0.23,8.8,0.054,42.0,215.0,0.9971,3.02,0.58,9.2,2.0
797,W0798,6.9,0.24,0.33,12.5,0.046,47.0,153.0,0.9983,,0.77,9.6,2.0
798,W0799,5.4,0.18,0.24,4.8,0.041,30.0,113.0,0.99445,3.42,0.4,9.4,2.0
799,W0800,6.0,0.18,,1.4,0.036,14.0,75.0,0.99085,,0.58,11.1,2.0
800,W0801,7.8,0.27,0.58,11.2,0.036,44.0,161.0,0.9977,3.06,0.41,8.9,2.0
801,W0802,6.0,0.28,0.49,6.8,0.048,61.0,222.0,0.9953,3.19,0.47,9.3,1.0
802,W0803,6.8,0.39,0.35,11.6,0.044,57.0,220.0,0.99775,3.07,0.53,9.3,1.0
803,W0804,6.6,0.21,0.31,11.4,0.039,46.0,165.0,0.99795,3.41,,9.8,2.0
804,W0805,7.3,0.32,,6.6,0.032,24.0,112.0,0.99505,,0.46,9.8,2.0
805,W0806,7.8,0.27,0.58,11.2,0.036,44.0,161.0,0.9977,3.06,0.41,8.9,2.0
806,W0807,6.4,0.31,0.26,13.2,0.046,57.0,205.0,0.9975,3.17,,9.6,1.0
807,W0808,6.2,0.29,0.26,13.1,0.046,55.0,204.0,0.99745,3.16,0.41,9.6,2.0
808,W0809,6.0,0.39,0.17,12.0,0.046,65.0,246.0,0.9976,3.15,0.38,9.0,2.0
809,W0810,6.2,0.3,0.26,13.4,0.046,57.0,206.0,0.99775,3.17,,9.5,2.0
810,W0811,6.0,0.28,0.49,6.8,0.048,61.0,222.0,0.9953,3.19,0.47,9.3,1.0
811,W0812,6.0,0.41,0.05,1.5,0.063,17.0,120.0,0.9932,3.21,0.56,9.2,2.0
812,W0813,6.4,0.35,0.28,1.1,0.055,9.0,160.0,0.99405,3.42,0.5,9.1,2.0
813,W0814,6.5,0.26,0.32,16.5,0.045,44.0,166.0,1.0,3.38,0.46,9.5,2.0
814,W0815,7.9,0.35,0.24,15.6,0.072,44.0,229.0,0.99785,3.03,0.59,10.5,2.0
815,W0816,6.2,0.3,0.17,2.8,0.04,24.0,125.0,0.9939,3.01,0.46,9.0,1.0
816,W0817,8.4,0.18,0.42,5.1,0.036,7.0,77.0,0.9939,3.16,0.52,11.7,1.0
817,W0818,6.6,0.56,,8.9,0.034,27.0,133.0,0.99675,,0.51,9.1,1.0
818,W0819,6.2,0.3,0.17,2.8,0.04,24.0,125.0,0.9939,,0.46,9.0,1.0
819,W0820,6.6,0.56,0.22,8.9,0.034,27.0,133.0,0.99675,3.2,0.51,9.1,1.0
820,W0821,6.6,0.36,0.29,1.6,0.021,24.0,85.0,0.98965,3.41,0.61,12.4,2.0
821,W0822,7.3,0.655,0.2,10.2,0.071,28.0,212.0,0.9971,2.96,0.58,9.2,2.0
822,W0823,6.8,0.18,0.21,5.4,0.053,34.0,104.0,0.99445,3.3,,9.4,1.0
823,W0824,6.7,0.19,0.23,6.2,0.047,36.0,117.0,0.9945,3.34,0.43,9.6,2.0
824,W0825,8.4,0.18,0.42,5.1,0.036,7.0,77.0,0.9939,3.16,0.52,11.7,1.0
825,W0826,7.0,0.21,,7.2,0.042,36.0,167.0,0.9958,,0.56,9.8,2.0
826,W0827,6.8,0.25,0.38,8.1,0.046,24.0,155.0,0.9956,3.33,0.59,10.2,2.0
827,W0828,7.4,0.24,0.36,2.0,0.031,27.0,139.0,0.99055,3.28,0.48,12.5,2.0
828,W0829,7.1,0.16,0.36,10.7,0.044,20.0,90.0,0.9959,3.16,0.44,10.9,2.0
829,W0830,7.1,0.16,0.36,1.2,0.043,21.0,90.0,0.9925,3.16,0.42,11.0,2.0
830,W0831,7.3,0.205,0.31,1.7,0.06,34.0,110.0,0.9963,3.72,0.69,10.5,2.0
831,W0832,7.4,0.17,0.4,5.5,0.037,34.0,161.0,0.9935,3.05,0.62,11.5,1.0
832,W0833,7.3,0.3,0.34,2.7,0.044,34.0,108.0,0.99105,3.36,0.53,12.8,2.0
833,W0834,6.9,0.25,,1.3,0.035,27.0,82.0,0.99045,3.18,0.44,12.2,2.0
834,W0835,7.3,0.205,0.31,1.7,0.06,34.0,110.0,0.9963,3.72,,10.5,2.0
835,W0836,7.5,0.42,0.34,4.3,0.04,34.0,108.0,0.99155,3.14,0.45,12.8,2.0
836,W0837,7.3,0.25,,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,2.0
837,W0838,7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,,11.9,2.0
838,W0839,7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,,11.9,2.0
839,W0840,7.5,0.34,,6.0,0.034,12.0,126.0,0.9924,,0.39,12.0,2.0
840,W0841,7.6,0.33,0.35,6.3,0.036,12.0,126.0,0.9924,3.16,0.39,12.0,2.0
841,W0842,8.7,0.23,,13.4,0.044,35.0,169.0,0.99975,,0.47,8.8,2.0
842,W0843,8.7,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,3.12,0.47,8.8,2.0
843,W0844,6.9,0.19,0.35,1.7,0.036,33.0,101.0,0.99315,3.21,,10.8,2.0
844,W0845,7.3,0.21,0.29,1.6,0.034,29.0,118.0,0.9917,3.3,0.5,11.0,2.0
845,W0846,7.3,0.21,0.29,1.6,0.034,29.0,118.0,0.9917,3.3,0.5,11.0,2.0
846,W0847,6.6,0.22,0.37,15.4,0.035,62.0,153.0,0.99845,3.02,0.4,9.3,1.0
847,W0848,9.2,0.34,0.27,1.2,0.026,17.0,73.0,0.9921,,0.39,10.8,1.0
848,W0849,8.7,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,,0.47,8.8,2.0
849,W0850,6.0,0.2,0.24,1.8,0.03,30.0,105.0,0.9909,3.31,0.47,11.5,2.0
850,W0851,6.9,0.19,0.35,1.7,0.036,33.0,101.0,0.99315,3.21,0.54,10.8,2.0
851,W0852,8.2,0.38,0.49,13.6,0.042,58.0,166.0,0.99855,,0.54,9.4,1.0
852,W0853,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,,9.5,2.0
853,W0854,7.7,0.34,0.58,11.1,0.039,41.0,151.0,0.9978,3.06,0.49,8.6,1.0
854,W0855,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,2.0
855,W0856,7.4,0.2,0.35,2.1,0.038,30.0,116.0,0.9949,3.49,0.77,10.3,2.0
856,W0857,8.2,0.38,0.49,13.6,0.042,58.0,166.0,0.99855,3.1,,9.4,1.0
857,W0858,8.2,0.4,0.48,13.7,0.042,59.0,169.0,0.9986,3.1,0.52,9.4,1.0
858,W0859,6.7,0.22,0.39,10.2,0.038,60.0,149.0,0.99725,3.17,,10.0,2.0
859,W0860,6.6,0.3,0.3,4.8,0.17,60.0,166.0,0.9946,3.18,,9.4,1.0
860,W0861,8.1,0.27,0.35,1.7,0.03,38.0,103.0,0.99255,,0.63,10.4,2.0
861,W0862,7.3,0.25,0.42,14.2,0.041,57.0,182.0,0.9996,,0.75,9.1,2.0
862,W0863,4.8,0.34,0.0,6.5,0.028,33.0,163.0,0.9939,3.36,0.61,9.9,2.0
863,W0864,6.2,0.28,0.33,1.7,0.029,24.0,111.0,0.99,3.24,0.5,12.1,2.0
864,W0865,4.8,0.33,0.0,6.5,0.028,34.0,163.0,0.9937,,0.61,9.9,1.0
865,W0866,6.1,0.27,0.33,2.2,0.021,26.0,117.0,0.9886,3.12,0.3,12.5,2.0
866,W0867,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,2.0
867,W0868,7.8,0.18,0.46,12.6,0.042,41.0,143.0,1.0,3.24,0.76,8.5,2.0
868,W0869,7.3,0.28,0.42,14.4,0.04,49.0,173.0,0.9994,,0.82,9.0,2.0
869,W0870,7.3,0.24,0.29,1.2,0.037,37.0,97.0,0.9926,,,10.1,2.0
870,W0871,6.0,0.45,0.65,9.7,0.08,11.0,159.0,0.9956,3.04,0.48,9.4,1.0
871,W0872,7.7,0.34,0.58,11.1,0.039,41.0,151.0,0.9978,3.06,0.49,8.6,1.0
872,W0873,6.3,0.26,0.21,4.0,0.03,24.0,125.0,0.9915,3.06,0.34,10.7,2.0
873,W0874,10.3,0.17,0.47,1.4,0.037,5.0,33.0,0.9939,2.89,0.28,9.6,1.0
874,W0875,7.7,0.15,0.29,1.3,0.029,10.0,64.0,0.9932,3.35,0.39,10.1,1.0
875,W0876,7.1,0.21,0.32,2.2,0.037,28.0,141.0,0.993,3.2,0.57,10.0,2.0
876,W0877,6.9,0.36,,4.2,0.018,57.0,119.0,0.9898,3.28,0.36,12.7,2.0
877,W0878,6.0,0.28,0.34,1.6,0.119,33.0,104.0,0.9921,3.19,0.38,10.2,2.0
878,W0879,6.2,0.16,0.54,1.4,0.126,37.0,110.0,0.9932,3.23,,8.9,2.0
879,W0880,6.9,0.12,0.36,2.2,0.037,18.0,111.0,0.9919,3.41,0.82,11.9,2.0
880,W0881,7.1,0.21,0.32,2.2,0.037,28.0,141.0,0.993,3.2,0.57,10.0,2.0
881,W0882,8.8,0.36,0.44,1.9,0.04,9.0,121.0,0.9953,3.19,0.48,9.9,2.0
882,W0883,7.4,0.26,,6.0,0.022,22.0,125.0,0.9928,,0.55,11.5,2.0
883,W0884,7.4,0.26,0.43,6.0,0.022,22.0,125.0,0.9928,3.13,0.55,11.5,2.0
884,W0885,6.8,0.23,0.29,12.2,0.035,38.0,236.0,0.9976,3.35,0.52,9.8,2.0
885,W0886,6.1,0.34,0.27,2.6,0.024,20.0,105.0,0.9906,3.4,0.67,12.2,2.0
886,W0887,7.3,0.26,0.31,1.6,0.04,39.0,173.0,0.9918,3.19,0.51,11.4,2.0
887,W0888,6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,,0.68,11.0,2.0
888,W0889,7.3,0.26,,1.6,0.04,39.0,173.0,0.9918,,0.51,11.4,2.0
889,W0890,6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,3.37,0.68,11.0,2.0
890,W0891,5.0,0.31,0.0,6.4,0.046,43.0,166.0,0.994,3.3,0.63,9.9,2.0
891,W0892,5.8,0.26,0.18,1.2,0.031,40.0,114.0,0.9908,3.42,0.4,11.0,2.0
892,W0893,5.9,0.26,0.3,1.0,0.036,38.0,114.0,0.9928,3.58,0.48,9.4,1.0
893,W0894,7.0,0.31,,1.4,0.037,33.0,128.0,0.9896,,,12.2,2.0
894,W0895,5.8,0.26,0.18,1.2,0.031,40.0,114.0,0.9908,3.42,0.4,11.0,2.0
895,W0896,5.6,0.19,0.39,1.1,0.043,17.0,67.0,0.9918,3.23,0.53,10.3,2.0
896,W0897,6.8,0.18,0.28,8.7,0.047,52.0,242.0,0.9952,3.22,0.53,10.5,2.0
897,W0898,7.0,0.29,0.26,1.6,0.044,12.0,87.0,0.9923,3.08,,10.5,2.0
898,W0899,6.6,0.26,0.29,1.4,0.039,13.0,67.0,0.9915,3.05,0.49,10.9,2.0
899,W0900,6.8,0.18,0.28,8.5,0.047,52.0,242.0,0.9952,3.22,0.53,10.5,2.0
900,W0901,6.6,0.2,0.38,7.9,0.052,30.0,145.0,0.9947,3.32,0.56,11.0,2.0
901,W0902,8.0,0.29,0.29,13.2,0.046,26.0,113.0,0.9983,3.25,0.37,9.7,2.0
902,W0903,6.1,0.28,,12.8,0.048,63.0,229.0,0.9975,3.08,0.4,8.9,1.0
903,W0904,5.9,0.31,0.3,7.7,0.047,60.0,206.0,0.995,3.2,0.39,9.6,2.0
904,W0905,6.9,0.21,0.28,2.4,0.056,49.0,159.0,0.9944,3.02,,8.8,2.0
905,W0906,8.4,0.19,0.42,1.6,0.047,9.0,101.0,0.994,3.06,,11.1,1.0
906,W0907,8.3,0.27,0.45,1.3,0.048,8.0,72.0,0.9944,,,10.3,1.0
907,W0908,7.1,0.25,0.39,2.1,0.036,30.0,124.0,0.9908,3.28,0.43,12.2,2.0
908,W0909,8.0,0.23,0.37,9.6,0.054,23.0,159.0,0.99795,,0.47,9.8,1.0
909,W0910,7.5,0.24,0.31,13.0,0.049,46.0,217.0,0.9985,3.08,0.53,8.8,1.0
910,W0911,6.3,0.33,0.2,5.8,0.04,24.0,144.0,0.99425,3.15,0.63,9.9,1.0
911,W0912,6.2,0.33,,5.6,0.042,22.0,143.0,0.99425,3.15,,9.9,1.0
912,W0913,6.3,0.34,0.19,5.8,0.041,22.0,145.0,0.9943,3.15,0.63,9.9,1.0
913,W0914,5.8,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,,9.2,1.0
914,W0915,8.0,0.32,0.26,1.2,0.05,11.5,88.0,0.9946,,0.37,9.5,1.0
915,W0916,5.6,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35,9.2,1.0
916,W0917,7.4,0.13,0.39,4.7,0.042,36.0,137.0,0.995,3.36,0.56,10.3,2.0
917,W0918,7.7,0.3,0.32,1.6,0.037,23.0,124.0,0.9919,2.93,,11.0,2.0
918,W0919,7.0,0.24,0.34,1.4,0.031,27.0,107.0,0.99,3.06,0.39,11.9,2.0
919,W0920,8.6,0.18,0.4,1.1,0.04,20.0,107.0,0.9923,2.94,0.32,10.2,2.0
920,W0921,7.0,0.11,0.32,4.6,0.057,59.0,144.0,0.9956,3.55,0.44,9.4,2.0
921,W0922,7.7,0.32,0.62,10.6,0.036,56.0,153.0,0.9978,3.13,0.44,8.9,2.0
922,W0923,7.7,0.32,,10.6,0.036,56.0,153.0,0.9978,3.13,0.44,8.9,2.0
923,W0924,6.5,0.26,0.27,12.9,0.044,69.0,215.0,0.9967,3.17,,10.0,2.0
924,W0925,7.9,0.28,,2.0,0.044,50.0,152.0,0.9934,3.45,0.49,10.7,2.0
925,W0926,6.3,0.27,0.23,2.9,0.047,13.0,100.0,0.9936,3.28,,9.8,1.0
926,W0927,5.4,0.595,0.1,2.8,0.042,26.0,80.0,0.9932,3.36,0.38,9.3,1.0
927,W0928,6.7,0.25,0.33,2.9,0.057,52.0,173.0,0.9934,3.02,,9.5,2.0
928,W0929,6.5,0.25,,12.0,0.055,47.0,179.0,0.998,,0.47,10.0,1.0
929,W0930,6.1,0.36,0.58,15.0,0.044,42.0,115.0,0.9978,3.15,0.51,9.0,1.0
930,W0931,7.7,0.17,0.52,5.9,0.017,21.0,84.0,0.9929,3.14,0.4,11.9,2.0
931,W0932,6.4,0.26,0.43,12.6,0.033,64.0,230.0,0.9974,3.08,0.38,8.9,1.0
932,W0933,6.5,0.26,0.28,12.5,0.046,80.0,225.0,0.99685,3.18,0.41,10.0,2.0
933,W0934,5.9,0.29,0.33,7.4,0.037,58.0,205.0,0.99495,3.26,0.41,9.6,1.0
934,W0935,6.2,0.28,0.43,13.0,0.039,64.0,233.0,0.99745,3.08,0.38,8.9,1.0
935,W0936,6.1,0.27,0.44,6.7,0.041,61.0,230.0,0.99505,3.12,,8.9,1.0
936,W0937,6.4,0.43,0.32,1.4,0.048,10.0,67.0,0.992,3.08,0.41,11.4,1.0
937,W0938,6.1,0.36,,15.0,0.044,42.0,115.0,0.9978,,0.51,9.0,1.0
938,W0939,6.2,0.35,0.29,7.3,0.044,56.0,244.0,0.9956,3.36,0.55,10.0,2.0
939,W0940,7.7,0.24,,15.3,0.044,39.0,194.0,0.9982,3.06,0.47,9.6,2.0
940,W0941,6.2,0.34,0.28,7.5,0.034,40.0,197.0,0.99485,3.14,0.6,9.7,1.0
941,W0942,6.3,0.27,0.46,11.75,0.037,61.0,212.0,0.9971,3.25,0.53,9.5,2.0
942,W0943,5.4,0.415,,1.6,0.039,27.0,88.0,0.99265,3.54,0.41,10.0,2.0
943,W0944,6.9,0.48,0.36,3.5,0.03,31.0,135.0,0.9904,3.14,0.38,12.2,2.0
944,W0945,6.5,0.18,0.33,8.0,0.051,16.0,131.0,0.9965,3.28,0.44,8.7,2.0
945,W0946,6.7,0.15,0.29,5.0,0.058,28.0,105.0,0.9946,3.52,0.44,10.2,2.0
946,W0947,8.2,0.345,1.0,18.2,0.047,55.0,205.0,0.99965,2.96,0.43,9.6,1.0
947,W0948,8.5,0.16,0.35,1.6,0.039,24.0,147.0,0.9935,2.96,0.36,10.0,1.0
948,W0949,6.8,0.705,0.25,3.2,0.048,10.0,57.0,0.996,3.36,0.52,9.5,1.0
949,W0950,7.3,0.25,0.39,6.4,0.034,8.0,84.0,0.9942,3.18,0.46,11.5,1.0
950,W0951,7.6,0.345,0.26,1.9,0.043,15.0,134.0,0.9936,3.08,0.38,9.5,1.0
951,W0952,7.6,0.22,0.34,9.7,0.035,26.0,143.0,0.9965,3.08,0.49,9.8,2.0
952,W0953,6.5,0.17,,1.4,0.028,14.0,99.0,0.9928,3.23,0.55,10.1,2.0
953,W0954,8.2,0.23,0.37,1.3,0.042,39.0,117.0,0.9928,2.99,,10.0,1.0
954,W0955,7.6,0.22,,9.7,0.035,26.0,143.0,0.9965,3.08,0.49,9.8,2.0
955,W0956,7.6,0.345,0.26,1.9,0.043,15.0,134.0,0.9936,3.08,0.38,9.5,1.0
956,W0957,7.5,0.32,,1.8,0.042,13.0,133.0,0.9938,3.07,0.38,9.5,1.0
957,W0958,6.6,0.23,,0.9,0.041,25.0,79.0,0.9926,,0.54,10.2,2.0
958,W0959,6.6,0.2,0.32,1.1,0.039,25.0,78.0,0.9926,3.39,0.54,10.2,2.0
959,W0960,7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,2.0
960,W0961,7.3,0.24,,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,2.0
961,W0962,8.0,0.42,0.36,5.0,0.037,34.0,101.0,0.992,3.13,0.57,12.3,2.0
962,W0963,7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,,0.42,9.0,2.0
963,W0964,6.1,0.19,0.25,4.0,0.023,23.0,112.0,0.9923,,,11.6,2.0
964,W0965,5.9,0.26,0.21,12.5,0.034,36.0,152.0,0.9972,3.28,0.43,9.5,2.0
965,W0966,8.3,0.23,,3.2,0.035,14.0,101.0,0.9928,3.15,0.36,11.5,1.0
966,W0967,6.5,0.34,0.28,1.8,0.041,43.0,188.0,0.9928,3.13,0.37,9.6,2.0
967,W0968,6.8,0.22,0.35,17.5,0.039,38.0,153.0,0.9994,3.24,0.42,9.0,2.0
968,W0969,6.5,0.08,0.33,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12.0,2.0
969,W0970,5.5,0.42,0.09,1.6,0.019,18.0,68.0,0.9906,3.33,0.51,11.4,2.0
970,W0971,5.1,0.42,,1.5,0.017,25.0,102.0,0.9894,,0.36,12.3,2.0
971,W0972,6.0,0.27,0.19,1.7,0.02,24.0,110.0,0.9898,3.32,0.47,12.6,2.0
972,W0973,6.8,0.22,0.35,17.5,0.039,38.0,153.0,0.9994,3.24,0.42,9.0,2.0
973,W0974,6.5,0.08,0.33,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12.0,2.0
974,W0975,7.1,0.13,,1.8,0.046,14.0,114.0,0.9925,,,11.7,2.0
975,W0976,7.6,0.3,0.25,4.3,0.054,22.0,111.0,0.9956,3.12,0.49,9.2,1.0
976,W0977,6.6,0.13,0.3,4.9,0.058,47.0,131.0,0.9946,3.51,0.45,10.3,2.0
977,W0978,6.5,0.14,0.33,7.6,0.05,53.0,189.0,0.9966,3.25,0.49,8.6,1.0
978,W0979,7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,2.0
979,W0980,6.0,0.2,,1.6,0.15,10.0,54.0,0.9927,3.12,0.47,9.8,1.0
980,W0981,6.0,0.19,0.71,1.5,0.152,9.0,55.0,0.9927,3.12,0.46,9.8,2.0
981,W0982,7.7,0.28,,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,2.0
982,W0983,5.1,0.39,0.21,1.7,0.027,15.0,72.0,0.9894,3.5,,12.5,2.0
983,W0984,5.7,0.36,0.34,4.2,0.026,21.0,77.0,0.9907,3.41,0.45,11.9,2.0
984,W0985,6.9,0.19,,1.6,0.043,63.0,149.0,0.9925,,0.52,10.8,1.0
985,W0986,6.0,0.41,0.21,1.9,0.05,29.0,122.0,0.9928,3.42,0.52,10.5,2.0
986,W0987,7.4,0.28,0.3,5.3,0.054,44.0,161.0,0.9941,3.12,0.48,10.3,2.0
987,W0988,7.4,0.3,0.3,5.2,0.053,45.0,163.0,0.9941,3.12,0.45,10.3,2.0
988,W0989,6.9,0.19,0.33,1.6,0.043,63.0,149.0,0.9925,3.44,0.52,10.8,1.0
989,W0990,7.7,0.28,,8.9,0.036,8.0,117.0,0.9935,,0.38,12.0,2.0
990,W0991,8.6,0.16,0.38,3.4,0.04,41.0,143.0,0.9932,,0.39,10.2,2.0
991,W0992,8.2,0.26,0.44,1.3,0.046,7.0,69.0,0.9944,3.14,0.62,10.2,1.0
992,W0993,6.5,0.25,0.27,15.2,0.049,75.0,217.0,0.9972,3.19,0.39,9.9,1.0
993,W0994,7.0,0.24,0.18,1.3,0.046,9.0,62.0,0.994,3.38,0.47,10.1,1.0
994,W0995,8.6,0.18,,1.8,0.04,24.0,187.0,0.9956,3.25,0.55,9.5,2.0
995,W0996,7.8,0.27,0.34,1.6,0.046,27.0,154.0,0.9927,3.05,0.45,10.5,2.0
996,W0997,6.0,0.26,0.34,1.3,0.046,6.0,29.0,0.9924,3.29,0.63,10.4,1.0
997,W0998,6.1,0.24,0.27,9.8,0.062,33.0,152.0,0.9966,3.31,0.47,9.5,2.0
998,W0999,8.0,0.24,,17.45,0.056,43.0,184.0,0.9997,,0.5,9.2,2.0
999,W1000,7.6,0.21,0.6,2.1,0.046,47.0,165.0,0.9936,3.05,0.54,10.1,2.0
1000,W1001,8.0,0.19,0.36,1.8,0.05,16.0,84.0,0.9936,3.15,0.45,9.8,2.0
1001,W1002,6.4,0.28,0.41,6.8,0.045,61.0,216.0,0.9952,3.09,0.46,9.4,1.0
1002,W1003,6.4,0.28,0.43,7.1,0.045,60.0,221.0,0.9952,3.09,0.45,9.4,2.0
1003,W1004,6.9,0.24,0.39,1.3,0.063,18.0,136.0,0.9928,3.31,0.48,10.4,2.0
1004,W1005,5.8,0.36,0.26,3.3,0.038,40.0,153.0,0.9911,3.34,0.55,11.3,2.0
1005,W1006,6.6,0.18,0.28,3.3,0.044,18.0,91.0,0.993,3.42,0.64,10.8,2.0
1006,W1007,5.8,0.36,,3.3,0.038,40.0,153.0,0.9911,,0.55,11.3,2.0
1007,W1008,5.1,0.52,0.06,2.7,0.052,30.0,79.0,0.9932,3.32,0.43,9.3,1.0
1008,W1009,6.6,0.22,0.37,1.2,0.059,45.0,199.0,0.993,3.37,0.55,10.3,2.0
1009,W1010,8.3,0.15,0.39,1.3,0.055,32.0,146.0,0.993,3.08,0.39,10.5,2.0
1010,W1011,7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3,2.0
1011,W1012,7.7,0.16,0.41,1.7,0.048,60.0,173.0,0.9932,3.24,,11.2,2.0
1012,W1013,8.3,0.16,0.48,1.7,0.057,31.0,98.0,0.9943,3.15,0.41,10.3,2.0
1013,W1014,6.2,0.25,0.47,11.6,0.048,62.0,210.0,0.9968,3.19,0.5,9.5,1.0
1014,W1015,6.1,0.16,,12.6,0.064,63.0,162.0,0.9994,3.66,,8.9,1.0
1015,W1016,7.6,0.39,,2.8,0.036,19.0,113.0,0.9926,3.03,0.29,10.2,1.0
1016,W1017,6.8,0.37,0.47,11.2,0.071,44.0,136.0,0.9968,2.98,0.88,9.2,1.0
1017,W1018,7.6,0.16,,1.4,0.043,25.0,109.0,0.9932,,0.75,10.3,2.0
1018,W1019,7.1,0.18,,1.4,0.045,47.0,157.0,0.9916,2.95,0.31,10.5,2.0
1019,W1020,8.3,0.14,0.26,1.5,0.049,56.0,189.0,0.9946,3.21,,9.5,2.0
1020,W1021,8.6,0.2,0.42,1.5,0.041,35.0,125.0,0.9925,3.11,0.49,11.4,2.0
1021,W1022,8.6,0.2,0.42,1.5,0.041,35.0,125.0,0.9925,3.11,0.49,11.4,2.0
1022,W1023,6.8,0.19,0.32,7.05,0.019,54.0,188.0,0.9935,3.25,0.37,11.1,2.0
1023,W1024,7.6,0.19,,10.6,0.06,48.0,174.0,0.9962,,0.38,10.5,2.0
1024,W1025,6.8,0.34,0.74,2.8,0.088,23.0,185.0,0.9928,3.51,0.7,12.0,2.0
1025,W1026,6.2,0.15,0.46,1.6,0.039,38.0,123.0,0.993,3.38,0.51,9.7,2.0
1026,W1027,6.6,0.14,0.44,1.6,0.042,47.0,140.0,0.993,3.32,0.51,10.2,2.0
1027,W1028,8.0,0.55,0.17,8.2,0.04,13.0,60.0,0.9956,3.09,0.3,9.5,1.0
1028,W1029,7.0,0.24,,1.5,0.052,51.0,128.0,0.9941,3.41,0.59,10.4,2.0
1029,W1030,6.3,0.6,0.44,11.0,0.05,50.0,245.0,0.9972,3.19,0.57,9.3,1.0
1030,W1031,7.1,0.2,0.41,2.1,0.054,24.0,166.0,0.9948,3.48,0.62,10.5,2.0
1031,W1032,6.2,0.34,0.29,7.6,0.047,45.0,232.0,0.9955,3.35,,10.0,2.0
1032,W1033,7.1,0.3,,6.8,0.055,44.5,234.0,0.9972,3.49,0.64,10.2,2.0
1033,W1034,7.1,0.3,0.36,6.8,0.055,44.5,234.0,0.9972,3.49,,10.2,2.0
1034,W1035,7.9,0.64,0.46,10.6,0.244,33.0,227.0,0.9983,,0.74,9.1,1.0
1035,W1036,8.8,0.17,0.38,1.8,0.04,39.0,148.0,0.9942,3.16,0.67,10.2,2.0
